Question,Tag
I need your kindly help to accomplish a simple task I ve been searching but I can t find what I need It shouldn t be difficult probably it s a matter of syntax I create a string representing an XML inside the function like this sxe simplexml_load_string lt xmlFile gt lt item param variable gt lt subitem gt var2s lt subitem gt lt item gt lt xmlFile gt The contents of the variables are plain strings like this abc def ghi in both variables which I obtain from a hash this way isset variable variable isset vars2 vars2 foreach hashArray as stringKey gt stringValue I separate each result with a comma variable stringKey vars2 stringValue Then remove the last comma variable substr variable 0 1 vars2 substr vars2 0 1 When I save my XML with sxe gt asXml xml myGreatFile xml I got something similar to lt xmlFile gt lt item param abc def ghi gt lt subitem gt JKL MNO PQR lt subitem gt lt item gt lt xmlFile gt That was fine but now for my new requirement I need a result similar to this lt xmlFile gt lt item param abc gt lt subitem gt JKL lt subitem gt lt item gt lt item param def gt lt subitem gt MNO lt subitem gt lt item gt lt item param ghi gt lt subitem gt PQR lt subitem gt lt item gt lt xmlFile gt How can I create this repetitive node I tried to concatenate PHP functions inside the simplexml_load_string string as I did with the variables but seems to be it s not possible sxe simplexml_load_string lt xmlFile gt Syntax Error u_u foreach hashArray as stringKey gt stringValue variable stringKey vars2 stringValue lt item param variable gt lt subitem gt var2s lt subitem gt lt item gt lt xmlFile gt Of course my syntax it s wrong but I want to create this repetitive node somehow maybe with a cycle and maybe using my hash array directly instead of passing it to string Can somebody please help me THANKS A LOT,multidimensional
Related Have any â curesâ been invented since the 1950 s or so I ran across the movie Cut Poison Burn who s abstract is as follows Cut Poison Burn is a controversial eye opening and sometimes heartbreaking documentary that puts the business of cancer treatment under the microscope Follow the frustrating journeys of critically ill cancer patients as they try to navigate the confusing and dangerous maze of treatment and encounter formidable obstacles in the â cancer industrial complex â A compelling critique of the influence of medical monopolies the power of pharmaceutical companies and government agencies Cut Poison Burn is essential viewing for anyone and everyone touched by cancer The movie may advocate haven t watched the whole thing some kind of new pennies per session treatment a la Burzynski or at least Dr Mercola is using it to do so There are a myriad of claims in the movie I m sure I only watched the first 10min but I d like to address one in particular that struck me occurs starting at the 7min mark It is made by Charles B Simone M MS M D founder of the Simone Protective Cancer Center transcripted by me may contain small errors From 1920 to the present time we have made little or no progress in the treatment of adult cancers So a person who gets prostate cancer or breast cancer today will live as long as a person who got it in 1920 No big change With all the radiation therapy that began in the 10 s and 20 s combination chemotherapy in the 60 s immunotherapy that began in the 70 s PET scans MRI scans you name it billions and billions and billions of research dollar that we ve thrown into this whole area of cancer research and treatment little or no significant progress in the treatment of adult cancers Is this the case Has no treatment since 1920 done anything to increase the chance of long term survival of adults who have cancer,healthcare
The content Here is VBox is not align with Tab put it in another way the content is stretch out one pixel The red border is wider than the Tab as show in the following pic So how to solve the issue code snippet lt mx Application xmlns mx http www adobe com 2006 mxml layout vertical verticalAlign middle backgroundColor white gt lt mx TabNavigator id tn width 300 height 300 tabWidth tn width tn numChildren borderStyle solid borderColor ff0000 backgroundColor ffffff paddingTop 0 gt lt mx VBox id vb1 width 100 label Tab 1 backgroundColor ffffff gt lt mx Label text width vb1 width height vb1 height gt lt mx VBox gt lt mx VBox id vb2 width 100 label Tab 2 backgroundColor 00ffff gt lt mx Label text width vb2 width height vb2 height gt lt mx VBox gt lt mx TabNavigator gt lt mx Application gt,flex3
I came up with this piece of code that converts the set flags in a variable of type Flag Enumeration and returns the set flags as integers I d like to know if this is the best approach Example enumeration Flags enum Status None 0x0 Active 0x1 Inactive 0x2 Canceled 0x4 Suspended 0x8 The extension method that converts the set flags to array of int that I came up with public static class Extensions public static int ToIntArray this System Enum o return o ToString Split new string StringSplitOptions None Select i int Enum Parse o GetType i ToArray This is how I use it Status filterStatus Status Suspended Status Canceled int filterFlags filterStatus toIntArray foreach int flag in filterFlags Console WriteLine 0 n flag It will output 48As you can see to get this done I m doing the following Converting the variable to string It outputs something like Suspended CanceledSplitting that string into an array of strings Suspended Canceled Converting that string to the enumeration value with Enum Parse Casting the value to an integer Converting the IEnumerable to int It works but I just don t think it s the best approach Any suggestions to improve this bit of code,enumeration
Taking the GNU make application as an example when I create a makefile it is likened to a Visual Studio project file in that it contains the list of files and other items needed to compile an application The makefile contains the path to the compiler as well as the path to all the files that could possibly be used in the compiling operation The MAKE application reads the makefile and combines the sources into 1 file which the compiler then reads and converts into the relevant assembly machine code The include directive is a directive that tells the make file to include the contents of this file into this point of the larger file that you re making to feed to the compiler then resume with the current file The MAKE application also tells the compiler where to emit the result of the compile operation once the compiling is completed In this regard a Visual Studio csproj file is technically a XML based makefile for a Microsoft specific MAKE application Is this understanding of makefiles correct,gnu
I ve been wondering if I can use lt p gt amp nbsp lt p gt just space in paragraph instead of lt br gt Because I love to keep my code semantic and thought if this is right has been bothering me for a while now I have seen WYSIWSG editors TinyMCE use this but I still rather ask then do it wrong,breaks
How to enable bound checking for operator and iterators,bounds
I have a SharePoint document library with a custom column added InternalName is my_x0020_new_x0020_column Title is my new column yes here it is Type is text How can I query this specific column using the freetext predicate I cannot use DefaultProperties because I don t want to search content I have tried this freetext my_x0020_new_x0020_column sasdfdsf Microsoft Office Server Search Query InvalidPropertyException this freetext my_x0020_new_x0020_column sasdfdsf Microsoft Office Server Search Query InvalidPropertyException this freetext my new column yes here it is sasdfdsf Microsoft Office Server Search Query InvalidPropertyException and even this freetext my new column yes here it is sasdfdsf Your query is malformed Please rephrase your query When I specify other columns in the predicate eg Author Filename the query works fine Here is my full CAML query lt QueryPacket xmlns urn Microsoft Search Query gt lt Query gt lt SupportedFormats gt lt Format gt urn Microsoft Search Response Document Document lt Format gt lt SupportedFormats gt lt Context gt lt QueryText type MSSQLFT language en us gt select filename path fileextension author lastmodifiedtime site from scope where freetext my new column yes here it is sasdfdsf and Site http my sharepoint server personal mysite blank_site_1 document library 1 lt QueryText gt lt Context gt lt Range gt lt StartAt gt 1 lt StartAt gt lt Count gt 500 lt Count gt lt Range gt lt EnableStemming gt true lt EnableStemming gt lt TrimDuplicates gt false lt TrimDuplicates gt lt IgnoreAllNoiseQuery gt true lt IgnoreAllNoiseQuery gt lt ImplicitAndBehavior gt true lt ImplicitAndBehavior gt lt IncludeRelevanceResults gt true lt IncludeRelevanceResults gt lt IncludeSpecialTermResults gt false lt IncludeSpecialTermResults gt lt IncludeHighConfidenceResults gt false lt IncludeHighConfidenceResults gt lt Query gt lt QueryPacket gt,fields
My question is similar to this ASP NET MVC 4 Minification amp Background ImagesExcept that I want to stick with MVC s own bundling if I can I m having a brain crash trying to figure out what the correct pattern is for specifying style bundles such that standalone css and image sets such as jQuery UI work I have a typical MVC site structure with Content css which contains my base CSS such as styles css Within that css folder I also have subfolders such as jquery ui which contains its CSS file plus an images folder Image paths in the jQuery UI CSS are relative to that folder and I don t want to mess with them As I understand it when I specify a StyleBundle I need to specify a virtual path which does not also match a real content path because assuming I m ignoring routes to Content IIS would then try to resolve that path as a physical file So I m specifying bundles Add new StyleBundle Content styles jquery ui Include Content css jquery ui css rendered using Styles Render Content styles jquery ui I can see the request going out to http localhost MySite Content styles jquery ui v nL_6HPFtzoqrts9nwrtjq0VQFYnhMjY5EopXsK8cxmg1This is returning the correct minified CSS response But then the browser sends a request for a relatively linked image as http localhost MySite Content styles images ui bg_highlight soft_100_eeeeee_1x100 pngWhich is a 404 I understand that the last part of my URL jquery ui is an extensionless URL a handler for my bundle so I can see why the relative request for the image is simply styles images So my question is what is the correct way of handling this situation,asp
I have a base entity A and derived entities AA AB AC ADcontext A GroupBy x gt x GetType Select x gt new type x GetType count x Count Of course I get error LINQ to Entities does not recognize the method System Type GetType method and this method cannot be translated into a store expression How can i group derived entities by type,4
private string formatSizeBinary Int64 size Int32 decimals 2 string sizes Bytes KB MB GB TB PB EB ZB YB double formattedSize size Int32 sizeIndex 0 while formattedSize gt 1024 amp sizeIndex lt sizes Length formattedSize 1024 sizeIndex 1 return string Format 0 1 Math Round formattedSize decimals ToString sizes sizeIndex I got this Default parameter specifiers are not permitted error on Int32 decimals 2,2008
Find the length of the following curve r t e t sin t e t sin t i for 0 leq t leq 1 Any ideas,coordinates
In python I have the following graph graph 1 graph 2 graph 3 graph 1 3 graph 3 graph 2 1 graph 1 graph 2 3 graph 3 graph 3 2 graph 2 this is a structure to represent a graph and that I find nice because its structure is the same as the one of one of it s nodes so I can use it directly to initiate a search as in depth first The printed version of it is 1 3 2 1 3 2 1 3 2 3 2 3 2 1 3 3 And it can be used like graph 1 3 2 3 2 1 3 2 1 3 2 keys Now I m curious to know how would one implement it in C C and Java without resorting to Object tricks that would fill the code with ugly casts For C I was thinking in templatemeta programming but that would generate finite data types when what is needed is something likemap lt int map lt int gt gt or map lt int gt,python
I m trying to dynamically add titles to a number of images using values obtained from a JSON call This is what I have so far watch_view img each function ajax url http gdata youtube com feeds api videos T2aMBeeM4yw v 2 amp alt jsonc dataType json success function json song_title json data title song title is retrieved without issue alert song_title this to be removed the title attr below is only added when the above alert is in place this attr title song_title this attr alt This works everytime Now the above works but only when I stop the process by adding in the unwanted alert I can only guess that the code is executing before it has retrieved the data from the JSON call and the alert enables it to catch up I imagine I need another function that executes after the JSON call or for the code to go into the success function but I m not sure how to keep hold of the this element if that is the case Help and advice greatly appreciated ThanksChris,each
