Question,Tag
The datepicker function only works on the first input box that is created I m trying to duplicate a datepicker by cloning the div that is containing it lt a href id dupMe gt click lt a gt lt div id template gt input text lt input type text value text1 id txt gt date time picker lt input type text id example value add date gt lt div gt To initialize the datepicker according to the jQuery UI documentation I only have to do example datepicker and it does work but only on the first datepicker that is created The code to duplicate the div is the following a dupMe click function event event preventDefault i var a template clone true insertBefore template hide fadeIn 1000 a find input txt attr value i a find input example datepicker The strangest thing is that on the document ready I have template example datepicker template txt click function alert this val and if I click on the txt it always works,jquery
The datepicker function only works on the first input box that is created I m trying to duplicate a datepicker by cloning the div that is containing it lt a href id dupMe gt click lt a gt lt div id template gt input text lt input type text value text1 id txt gt date time picker lt input type text id example value add date gt lt div gt To initialize the datepicker according to the jQuery UI documentation I only have to do example datepicker and it does work but only on the first datepicker that is created The code to duplicate the div is the following a dupMe click function event event preventDefault i var a template clone true insertBefore template hide fadeIn 1000 a find input txt attr value i a find input example datepicker The strangest thing is that on the document ready I have template example datepicker template txt click function alert this val and if I click on the txt it always works,jquery
In python one can get a dictionary of all local and global variables in the current scope with the built in functions locals and globals Is there some equivalent way of doing this in javascript For instance I would like to do something like the following var foo function alert foo var bar function alert bar var s foo locals s alerts foo Is this at all possible or should I just be using a local object for the lookup,python
In python one can get a dictionary of all local and global variables in the current scope with the built in functions locals and globals Is there some equivalent way of doing this in javascript For instance I would like to do something like the following var foo function alert foo var bar function alert bar var s foo locals s alerts foo Is this at all possible or should I just be using a local object for the lookup,python
I am looking for a regex that will match a string that starts with one substring and does not end with a certain substring Example Updated to be correct thanks Apocalisp foo lt bar Should match anything that starts with foo and doesn t end with bar I know about the syntax but I can t find anything that will do that for a string instead of single characters I am specifically trying to do this for Java s regex but I ve run into this before so answers for other regex engines would be great too Thanks to Kibbee for verifying that this works in C as well,java
I am looking for a regex that will match a string that starts with one substring and does not end with a certain substring Example Updated to be correct thanks Apocalisp foo lt bar Should match anything that starts with foo and doesn t end with bar I know about the syntax but I can t find anything that will do that for a string instead of single characters I am specifically trying to do this for Java s regex but I ve run into this before so answers for other regex engines would be great too Thanks to Kibbee for verifying that this works in C as well,java
The demos for the jquery ui dialog all use the flora theme I wanted a customized theme so I used the themeroller to generate a css file When I used it everything seemed to be working fine but later I found that I can t control any input element contained in the dialog i e can t type into a text field can t check checkboxes Further investigation revealed that this happens if I set the dialog attribute modal to true This doesn t happen when I use the flora theme Here is the js file topMenu init function my_button bind click function SERVICE03_DLG dialog open something focus SERVICE03_DLG dialog autoOpen false modal true resizable false title my title overlay opacity 0 5 background black buttons OK function alert hi cancel function this dialog close close function something val document ready topMenu init Here is the html that uses the flora theme lt DOCTYPE HTML PUBLIC W3C DTD HTML 4 01 EN http www w3 org TR html4 strict dtd gt lt html gt lt head gt lt meta http equiv Content Type content text html charset Shift_JIS gt lt title gt sample lt title gt lt script src jquery 1 2 6 min js language JavaScript gt lt script gt lt link rel stylesheet href flora flora all css type text css gt lt script src jquery ui personalized 1 5 2 min js language JavaScript gt lt script gt lt script src TopMenu js language JavaScript gt lt script gt lt head gt lt body gt lt input type button value click me id my_button gt lt div id SERVICE03_DLG class flora gt please enter something lt br gt lt br gt lt label for something gt somthing lt label gt amp nbsp lt input name something id something type text maxlength 20 size 24 gt lt div gt lt body gt lt html gt Here is the html that uses the downloaded themeroller theme lt DOCTYPE HTML PUBLIC W3C DTD HTML 4 01 EN http www w3 org TR html4 strict dtd gt lt html gt lt head gt lt meta http equiv Content Type content text html charset Shift_JIS gt lt title gt sample lt title gt lt script src jquery 1 2 6 min js language JavaScript gt lt script gt lt link rel stylesheet href jquery ui themeroller css type text css gt lt script src jquery ui personalized 1 5 2 min js language JavaScript gt lt script gt lt script src TopMenu js language JavaScript gt lt script gt lt head gt lt body gt lt input type button value click me id my_button gt lt div id SERVICE03_DLG class ui dialog gt please enter something lt br gt lt br gt lt label for something gt somthing lt label gt amp nbsp lt input name something id something type text maxlength 20 size 24 gt lt div gt lt body gt lt html gt As you can see only the referenced css file and class names are different Anybody have a clue as to what could be wrong David I tried it and it doesn t seem to work neither on FF or IE I tried inline css style z index 5000 and I ve also tried it referencing an external css file SERVICE03_DLG z index 5000 But neither of these work Am I missing something in what you suggested Edit Solve by brostbeef Since I was originally using flora I had mistakenly assumed that I have to specify a class attribute Turns out this is only true when you actually use the flora theme as in the samples If you use the customized theme specifying a class attribute causes that strange behaviour,jquery
The demos for the jquery ui dialog all use the flora theme I wanted a customized theme so I used the themeroller to generate a css file When I used it everything seemed to be working fine but later I found that I can t control any input element contained in the dialog i e can t type into a text field can t check checkboxes Further investigation revealed that this happens if I set the dialog attribute modal to true This doesn t happen when I use the flora theme Here is the js file topMenu init function my_button bind click function SERVICE03_DLG dialog open something focus SERVICE03_DLG dialog autoOpen false modal true resizable false title my title overlay opacity 0 5 background black buttons OK function alert hi cancel function this dialog close close function something val document ready topMenu init Here is the html that uses the flora theme lt DOCTYPE HTML PUBLIC W3C DTD HTML 4 01 EN http www w3 org TR html4 strict dtd gt lt html gt lt head gt lt meta http equiv Content Type content text html charset Shift_JIS gt lt title gt sample lt title gt lt script src jquery 1 2 6 min js language JavaScript gt lt script gt lt link rel stylesheet href flora flora all css type text css gt lt script src jquery ui personalized 1 5 2 min js language JavaScript gt lt script gt lt script src TopMenu js language JavaScript gt lt script gt lt head gt lt body gt lt input type button value click me id my_button gt lt div id SERVICE03_DLG class flora gt please enter something lt br gt lt br gt lt label for something gt somthing lt label gt amp nbsp lt input name something id something type text maxlength 20 size 24 gt lt div gt lt body gt lt html gt Here is the html that uses the downloaded themeroller theme lt DOCTYPE HTML PUBLIC W3C DTD HTML 4 01 EN http www w3 org TR html4 strict dtd gt lt html gt lt head gt lt meta http equiv Content Type content text html charset Shift_JIS gt lt title gt sample lt title gt lt script src jquery 1 2 6 min js language JavaScript gt lt script gt lt link rel stylesheet href jquery ui themeroller css type text css gt lt script src jquery ui personalized 1 5 2 min js language JavaScript gt lt script gt lt script src TopMenu js language JavaScript gt lt script gt lt head gt lt body gt lt input type button value click me id my_button gt lt div id SERVICE03_DLG class ui dialog gt please enter something lt br gt lt br gt lt label for something gt somthing lt label gt amp nbsp lt input name something id something type text maxlength 20 size 24 gt lt div gt lt body gt lt html gt As you can see only the referenced css file and class names are different Anybody have a clue as to what could be wrong David I tried it and it doesn t seem to work neither on FF or IE I tried inline css style z index 5000 and I ve also tried it referencing an external css file SERVICE03_DLG z index 5000 But neither of these work Am I missing something in what you suggested Edit Solve by brostbeef Since I was originally using flora I had mistakenly assumed that I have to specify a class attribute Turns out this is only true when you actually use the flora theme as in the samples If you use the customized theme specifying a class attribute causes that strange behaviour,jquery
I m using JavaScript to hide an image and show some text thats hidden under it But when the text is shown if you scroll over it it fires the mouseout event on the container that then hides the text and shows the image again and it just goes into a weird loop The html looks like this lt div onmouseover jsHoverIn 1 onmouseout jsHoverOut 1 gt lt div style id image1 gt lt div id text1 style display none gt lt p gt some content lt p gt lt p gt some more content lt p gt lt div gt lt div gt And the javascript It uses scriptaculous function jsHoverIn id if visible id new Effect Fade image id queue position end scope id new Effect Appear text id queue position end scope id visible id true function jsHoverOut id var scope Effect Queues get id scope each function effect effect cancel new Effect Fade text id queue position end scope id new Effect Appear image id queue position end scope id visible id false This seems really simple but i just cant wrap my head around it,html
I m using JavaScript to hide an image and show some text thats hidden under it But when the text is shown if you scroll over it it fires the mouseout event on the container that then hides the text and shows the image again and it just goes into a weird loop The html looks like this lt div onmouseover jsHoverIn 1 onmouseout jsHoverOut 1 gt lt div style id image1 gt lt div id text1 style display none gt lt p gt some content lt p gt lt p gt some more content lt p gt lt div gt lt div gt And the javascript It uses scriptaculous function jsHoverIn id if visible id new Effect Fade image id queue position end scope id new Effect Appear text id queue position end scope id visible id true function jsHoverOut id var scope Effect Queues get id scope each function effect effect cancel new Effect Fade text id queue position end scope id new Effect Appear image id queue position end scope id visible id false This seems really simple but i just cant wrap my head around it,html
I ve a class which is a wrapper class serves as a common interface around another class implementing the functionality required So my code looks like this template lt typename ImplemenationClass gt class WrapperClass the code goes here Now how do I make sure that ImplementationClass can be derived from a set of classes only similar to java s generics lt extends BaseClass gt syntax,cpp
I ve a class which is a wrapper class serves as a common interface around another class implementing the functionality required So my code looks like this template lt typename ImplemenationClass gt class WrapperClass the code goes here Now how do I make sure that ImplementationClass can be derived from a set of classes only similar to java s generics lt extends BaseClass gt syntax,cpp
Okay here is the 411 I have the following event handler in my Global asax cs file private void Global_PostRequestHandlerExecute object sender EventArgs e if logic that determines that this is an ajax call we want to set a cookie Response Cookies Add new HttpCookie MyCookie true That handler will run during Ajax requests as a result of the Ajax framework I am using as well as at other times the condition of the if statement filters out non Ajax events and works just fine it isn t relevant here so I didn t include it for brevity s sake It suffices us to say that this works just fine the cookie is set I am able to read it on the client and all is well up to that point Now for the part that drives me nuts Here is the JavaScript function I am using to delete the cookie function deleteCookie name var cookieDate new Date cookieDate setTime cookieDate getTime 1 document cookie name expires cookieDate toGMTString So of course at some point after the cookie is set I delete it like so deleteCookie MyCookie Only that doesn t do the job the cookie still exists So anyone know why,javascript
Okay here is the 411 I have the following event handler in my Global asax cs file private void Global_PostRequestHandlerExecute object sender EventArgs e if logic that determines that this is an ajax call we want to set a cookie Response Cookies Add new HttpCookie MyCookie true That handler will run during Ajax requests as a result of the Ajax framework I am using as well as at other times the condition of the if statement filters out non Ajax events and works just fine it isn t relevant here so I didn t include it for brevity s sake It suffices us to say that this works just fine the cookie is set I am able to read it on the client and all is well up to that point Now for the part that drives me nuts Here is the JavaScript function I am using to delete the cookie function deleteCookie name var cookieDate new Date cookieDate setTime cookieDate getTime 1 document cookie name expires cookieDate toGMTString So of course at some point after the cookie is set I delete it like so deleteCookie MyCookie Only that doesn t do the job the cookie still exists So anyone know why,javascript
I have a wrapper around a C function call which I call from C code How do I attach a debugger in Visual Studio to step into the native C code This is the wrapper that I have which calls GetData defined in a C file DllImport Unmanaged dll CallingConvention CallingConvention Cdecl EntryPoint GetData BestFitMapping false public static extern String GetData String url The code is crashing and I want to investigate the root cause Thanks Nikhil,cpp
I have a wrapper around a C function call which I call from C code How do I attach a debugger in Visual Studio to step into the native C code This is the wrapper that I have which calls GetData defined in a C file DllImport Unmanaged dll CallingConvention CallingConvention Cdecl EntryPoint GetData BestFitMapping false public static extern String GetData String url The code is crashing and I want to investigate the root cause Thanks Nikhil,cpp
On a PHP based web site I want to send users a download package after they have filled out a short form The site initiated download should be similar to sites like download com which say your download will begin in a moment A couple of possible approaches I know about and browser compatibility based on a quick test 1 Do a window open pointing to the new file FireFox 3 blocks this IE6 blocks this IE7 blocks this 2 Create an iframe pointing to the new file FireFox 3 seems to think this is OK Maybe it s because I already accepted it once IE6 blocks this IE7 blocks this How can I do this so that at least these three browsers will not object Bonus is there a method that doesn t require browser conditional statements I believe that download com employs both methods conditionally but I can t get either one to work Responses and Clarifications Q Why not point the current window to the file A That might work but in this particular case I want to show them some other content while their download starts for example would you like to donate to this project UPDATE I have abandoned this approach See my answer below for reasons,javascript
On a PHP based web site I want to send users a download package after they have filled out a short form The site initiated download should be similar to sites like download com which say your download will begin in a moment A couple of possible approaches I know about and browser compatibility based on a quick test 1 Do a window open pointing to the new file FireFox 3 blocks this IE6 blocks this IE7 blocks this 2 Create an iframe pointing to the new file FireFox 3 seems to think this is OK Maybe it s because I already accepted it once IE6 blocks this IE7 blocks this How can I do this so that at least these three browsers will not object Bonus is there a method that doesn t require browser conditional statements I believe that download com employs both methods conditionally but I can t get either one to work Responses and Clarifications Q Why not point the current window to the file A That might work but in this particular case I want to show them some other content while their download starts for example would you like to donate to this project UPDATE I have abandoned this approach See my answer below for reasons,javascript
Ok so there has to be a way to do this no If not I d love some ideas I have two repeaters and an image inside an update panel along with some AJAX dropdowns with link buttons to the left I want to update the data inside the update panel as fast as possible as values are selected from the dropdowns What do you think would be the best way to update the data The repeaters are populated by objects so if I could just filter the objects by some properties I could end up with the correct data No new data from the server is needed Anyone have some ideas,javascript
Ok so there has to be a way to do this no If not I d love some ideas I have two repeaters and an image inside an update panel along with some AJAX dropdowns with link buttons to the left I want to update the data inside the update panel as fast as possible as values are selected from the dropdowns What do you think would be the best way to update the data The repeaters are populated by objects so if I could just filter the objects by some properties I could end up with the correct data No new data from the server is needed Anyone have some ideas,javascript
I m trying to write a web app that records WAV files eg from the user s microphone I know Javascript alone can not do this but I m interested in the least proprietary method to augment my Javascript with My targeted browsers are Firefox for PC and Mac so no ActiveX Please share your experiences with this I gather it can be done with Flash but not as a WAV formated file I gather it can be done with Java but not without code signing Are these the only options dominic mazzoni I d like to record the file as a WAV because because the purpose of the webapp will be to assemble a library of good quality short soundbites I estimate upload will be 50 MB which is well worth it for the quality The app will only be used on our intranet UPDATE There s now an alternate solution thanks to JetPack s upcoming Audio API See https wiki mozilla org Labs Jetpack JEP 18,javascript
I m trying to write a web app that records WAV files eg from the user s microphone I know Javascript alone can not do this but I m interested in the least proprietary method to augment my Javascript with My targeted browsers are Firefox for PC and Mac so no ActiveX Please share your experiences with this I gather it can be done with Flash but not as a WAV formated file I gather it can be done with Java but not without code signing Are these the only options dominic mazzoni I d like to record the file as a WAV because because the purpose of the webapp will be to assemble a library of good quality short soundbites I estimate upload will be 50 MB which is well worth it for the quality The app will only be used on our intranet UPDATE There s now an alternate solution thanks to JetPack s upcoming Audio API See https wiki mozilla org Labs Jetpack JEP 18,javascript
There are many different flavored HTML WYSIWYG editors from javascript to ASP Net web controls but all too often the features are the same Does anyone have a favorite HTML editor they like to use in projects Why,html
There are many different flavored HTML WYSIWYG editors from javascript to ASP Net web controls but all too often the features are the same Does anyone have a favorite HTML editor they like to use in projects Why,html
For a particular project I have no server side code is allowed How can I create the web site in php with includes conditionals etc and then have that converted into a static html site that I can give to the client Update Thanks to everyone who suggested wget That s what I used I should have specified that I was on a PC so I grabbed the windows version from here http gnuwin32 sourceforge net packages wget htm,html
For a particular project I have no server side code is allowed How can I create the web site in php with includes conditionals etc and then have that converted into a static html site that I can give to the client Update Thanks to everyone who suggested wget That s what I used I should have specified that I was on a PC so I grabbed the windows version from here http gnuwin32 sourceforge net packages wget htm,html
Where can I find a guide for integrating JavaScript and JMS Java Messaging Service I would like a best practice or established technology that allows me to directly or indirectly receive messages from a topic and update a site based on the message I was thinking of creating two components a servlet for the Web module and an MDB Message Driven Bean for the EJB module The web client will comsume messages from the JMS topic and the MDB will handle the onMessage Does this sound correct Have you seen any examples Edit I am using ActiveMQ for the JMS,javascript
Where can I find a guide for integrating JavaScript and JMS Java Messaging Service I would like a best practice or established technology that allows me to directly or indirectly receive messages from a topic and update a site based on the message I was thinking of creating two components a servlet for the Web module and an MDB Message Driven Bean for the EJB module The web client will comsume messages from the JMS topic and the MDB will handle the onMessage Does this sound correct Have you seen any examples Edit I am using ActiveMQ for the JMS,javascript
I m building an HTML UI with some text elements such as tab names which look bad when selected Unfortunately it s very easy for a user to double click a tab name which selects it by default in many browsers I might be able to solve this with a JavaScript trick I d like to see those answers too but I m really hoping there s something in CSS HTML directly that works across all browsers,html
I m building an HTML UI with some text elements such as tab names which look bad when selected Unfortunately it s very easy for a user to double click a tab name which selects it by default in many browsers I might be able to solve this with a JavaScript trick I d like to see those answers too but I m really hoping there s something in CSS HTML directly that works across all browsers,html
In IE the dropdown list takes the same width as the dropbox I hope I am making sense whereas in Firefox the dropdown list s width varies according to the content This basically means that I have to make sure that the dropbox is wide enough to display the longest selection possible This makes my page look very ugly Is there any workaround for this problem How can I use CSS to set different widths for dropbox and the dropdownlist,html
In IE the dropdown list takes the same width as the dropbox I hope I am making sense whereas in Firefox the dropdown list s width varies according to the content This basically means that I have to make sure that the dropbox is wide enough to display the longest selection possible This makes my page look very ugly Is there any workaround for this problem How can I use CSS to set different widths for dropbox and the dropdownlist,html
I need a JavaScript library that supports Ajax as well as help me in making simple and neat animation effects in a website I am working on Which library do you recommend,javascript
I need a JavaScript library that supports Ajax as well as help me in making simple and neat animation effects in a website I am working on Which library do you recommend,javascript
I wonder why would a C C Java developer want to learn a dynamic language Assuming the company won t switch its main development language from C C Java to a dynamic one what use is there for a dynamic language What helper tasks can be done by the dynamic languages faster or better after only a few days of learning than with the static language that you have been using for several years Update After seeing the first few responses it is clear that there are two issues My main interest would be something that is justifiable to the employer as an expense That is I am looking for justifications for the employer to finance the learning of a dynamic language Aside from the obvious that the employee will have broader view the employers are usually looking for some real benefit,java
I wonder why would a C C Java developer want to learn a dynamic language Assuming the company won t switch its main development language from C C Java to a dynamic one what use is there for a dynamic language What helper tasks can be done by the dynamic languages faster or better after only a few days of learning than with the static language that you have been using for several years Update After seeing the first few responses it is clear that there are two issues My main interest would be something that is justifiable to the employer as an expense That is I am looking for justifications for the employer to finance the learning of a dynamic language Aside from the obvious that the employee will have broader view the employers are usually looking for some real benefit,java
I wonder why would a C C Java developer want to learn a dynamic language Assuming the company won t switch its main development language from C C Java to a dynamic one what use is there for a dynamic language What helper tasks can be done by the dynamic languages faster or better after only a few days of learning than with the static language that you have been using for several years Update After seeing the first few responses it is clear that there are two issues My main interest would be something that is justifiable to the employer as an expense That is I am looking for justifications for the employer to finance the learning of a dynamic language Aside from the obvious that the employee will have broader view the employers are usually looking for some real benefit,java
Does anyone know of a NET library that will process HTML e mails and can be used to trim out the reply chain It needs to be able to accept HTML or text mails and then trim out everything but the actual response removing the trail of messages that are not original content I don t expect it to be able to handle responseswhen they re interleaved into the previous mail responses in line that case can fail We have a home built one based on SgmlReader and a series of XSL transforms but it requires constant maintenance to deal with new e mail clients I d like to find one I can buy Thanks Steve,html
Does anyone know of a NET library that will process HTML e mails and can be used to trim out the reply chain It needs to be able to accept HTML or text mails and then trim out everything but the actual response removing the trail of messages that are not original content I don t expect it to be able to handle responseswhen they re interleaved into the previous mail responses in line that case can fail We have a home built one based on SgmlReader and a series of XSL transforms but it requires constant maintenance to deal with new e mail clients I d like to find one I can buy Thanks Steve,html
What things have to be done before I can honestly tell myself my web application is accessible by anyone Or even better convince Joe Clark I don t have any video or audio to worry about so I know I won t need transcripts What else do I have to check,html
What things have to be done before I can honestly tell myself my web application is accessible by anyone Or even better convince Joe Clark I don t have any video or audio to worry about so I know I won t need transcripts What else do I have to check,html
Looking for an open source library for C Java C or Python for reading the data from Quicken qdf files Swati Quicken qif format is for transfer only and is not kept up to date by the application like the qdf file is,java
Looking for an open source library for C Java C or Python for reading the data from Quicken qdf files Swati Quicken qif format is for transfer only and is not kept up to date by the application like the qdf file is,java
Looking for an open source library for C Java C or Python for reading the data from Quicken qdf files Swati Quicken qif format is for transfer only and is not kept up to date by the application like the qdf file is,java
I have a web page that includes a bunch of images Sometimes the image isn t available so a broken image is displayed in the client s browser How do I use jQuery to get the set of images filter it to broken images then replace the src I thought it would be easier to do this with jQuery but it turned out much easier to just use a pure JavaScript solution that is the one provided by Prestaul,jquery
I have a web page that includes a bunch of images Sometimes the image isn t available so a broken image is displayed in the client s browser How do I use jQuery to get the set of images filter it to broken images then replace the src I thought it would be easier to do this with jQuery but it turned out much easier to just use a pure JavaScript solution that is the one provided by Prestaul,jquery
I have a web page that includes a bunch of images Sometimes the image isn t available so a broken image is displayed in the client s browser How do I use jQuery to get the set of images filter it to broken images then replace the src I thought it would be easier to do this with jQuery but it turned out much easier to just use a pure JavaScript solution that is the one provided by Prestaul,jquery
I have a system that combines the best and worst of Java and PHP I am trying to migrate a component that was once written in PHP into a Java One Does anyone have some tips for how I can parse a PHP serialized datastructure in Java By serialized I mean output from php s serialize function,php
I have a system that combines the best and worst of Java and PHP I am trying to migrate a component that was once written in PHP into a Java One Does anyone have some tips for how I can parse a PHP serialized datastructure in Java By serialized I mean output from php s serialize function,php
I ve been programming in C C C and a few other languages for many years mainly for Windows and Linux but also embedded platforms Recently started to do some iPhone programming as a side project so I m using Apple platforms for the first time since my Apple II days I m wondering what other developers that are coming to Mac OSX Xcode and iPhone SDK think Here are my impressions so far Mac OSX very confusing I tend to end up with too many open windows and don t know what s where Luckily there s the bird s eye view without it I d be lost With the shell at least there s all the familiar stuff so that helps me a lot Xcode doesn t feel as good as VisualStudio or Eclipse the two environments I m familiar with I think I could get used to it but I m wondering if Apple wouldn t be better off with Eclipse Before I found the setting where all the windows are stuck together I hated it now I can tolerate it iPhone SDK strange indeed I understand Apple s desire to control their environment but in this day and age it just seems a little sleazy and they are missing out on so much by destroying developer goodwill Objective C I ve known about it for years but never even took a look at it The syntax is off putting but I m actually very intrigued by the language I think it s an interesting third leg between C and C both of which I like a lot Is there any chance Obj C will break out of the Mac sandbox due to the uptick in the popularity of Apple technology Curious to read your thoughts Andrew,cpp
I ve been programming in C C C and a few other languages for many years mainly for Windows and Linux but also embedded platforms Recently started to do some iPhone programming as a side project so I m using Apple platforms for the first time since my Apple II days I m wondering what other developers that are coming to Mac OSX Xcode and iPhone SDK think Here are my impressions so far Mac OSX very confusing I tend to end up with too many open windows and don t know what s where Luckily there s the bird s eye view without it I d be lost With the shell at least there s all the familiar stuff so that helps me a lot Xcode doesn t feel as good as VisualStudio or Eclipse the two environments I m familiar with I think I could get used to it but I m wondering if Apple wouldn t be better off with Eclipse Before I found the setting where all the windows are stuck together I hated it now I can tolerate it iPhone SDK strange indeed I understand Apple s desire to control their environment but in this day and age it just seems a little sleazy and they are missing out on so much by destroying developer goodwill Objective C I ve known about it for years but never even took a look at it The syntax is off putting but I m actually very intrigued by the language I think it s an interesting third leg between C and C both of which I like a lot Is there any chance Obj C will break out of the Mac sandbox due to the uptick in the popularity of Apple technology Curious to read your thoughts Andrew,cpp
I m trying to get a sampling of what people think are the best sign up forms Good design usability Smart engineering Helpful feedback,html
I m trying to get a sampling of what people think are the best sign up forms Good design usability Smart engineering Helpful feedback,html
I m trying to implement a pop up menu based on a click and hold positioned so that a really slow click will still trigger the default action and with the delay set so that a text selection gesture won t usually trigger the menu What I can t seem to do is cancel the text selection in a way that doesn t prevent text selection in the first place returning false from the event handler or calling this preventDefault prevents the user from selecting at all and the obvious trigger mouseup doesn t doesn t do anything with the selection at all This is in the general context of a page not particular to a textarea or other text field e stopPropogation doesn t cancel text selection I m not looking to prevent text selections but rather to veto them after some short period of time if certain conditions are met,jquery
I m trying to implement a pop up menu based on a click and hold positioned so that a really slow click will still trigger the default action and with the delay set so that a text selection gesture won t usually trigger the menu What I can t seem to do is cancel the text selection in a way that doesn t prevent text selection in the first place returning false from the event handler or calling this preventDefault prevents the user from selecting at all and the obvious trigger mouseup doesn t doesn t do anything with the selection at all This is in the general context of a page not particular to a textarea or other text field e stopPropogation doesn t cancel text selection I m not looking to prevent text selections but rather to veto them after some short period of time if certain conditions are met,jquery
